312.981,155
313.012,155
313.052,155
313.087,154
313.127,154
313.168,154
313.201,153
313.246,152
313.279,152
313.321,152
313.351,152
313.398,151
313.437,151
313.465,151
313.509,151
313.55,150
313.594,149
313.636,149
313.674,149
313.698,149
313.74,148
313.777,147
313.818,147
313.852,146
313.9,146
313.936,146
313.967,145
314.012,144
314.044,144
314.084,144
314.123,143
314.163,142
314.201,142
314.239,141
314.273,141
314.317,141
314.349,140
314.393,140
314.427,139
314.462,138
314.504,138
314.541,138
314.579,137
314.616,136
314.67,135
314.708,135
314.751,134
314.782,133
314.813,134
314.846,133
314.881,133
314.928,132
314.961,131
315.002,130
315.044,130
315.078,129
315.116,128
315.157,128
315.193,127
315.233,127
315.284,126
315.316,125
315.352,125
315.384,124
315.417,124
315.455,123
315.491,123
315.532,122
315.568,121
315.617,120
315.643,121
315.685,120
315.742,119
315.781,118
315.819,117
315.843,116
315.881,116
315.916,115
315.95,115
315.993,114
316.026,114
316.073,113
316.101,112
316.14,111
316.182,111
316.217,110
316.254,109
316.297,109
316.327,108
316.362,108
316.411,107
316.448,106
316.48,106
316.524,105
316.557,104
316.596,104
316.631,103
316.666,103
316.713,102
316.753,101
316.801,100
316.836,99
316.881,99
316.907,98
316.94,98
316.982,97
317.01,97
317.052,96
317.092,95
317.132,94
317.167,94
317.197,93
317.238,92
317.282,92
317.316,91
317.358,91
317.404,90
317.432,90
317.467,89
317.506,88
317.54,88
317.581,86
317.618,87
317.658,86
317.694,86
317.722,85
317.772,85
317.806,83
317.844,83
317.874,82
317.915,82
317.965,81
317.999,81
318.03,81
318.063,80
318.117,79
318.147,78
318.191,78
318.218,77
318.261,77
318.298,76
318.341,76
318.409,75
318.454,74
318.491,74
318.519,73
318.563,73
318.601,72
318.642,72
318.684,71
318.711,71
318.767,70
318.808,70
318.842,70
318.876,70
318.912,69
318.949,68
318.995,68
319.025,68
319.061,67
319.089,67
319.128,66
319.165,66
319.196,65
319.236,65
319.273,65
319.322,64
319.355,62
319.394,64
319.423,63
319.463,63
319.511,62
319.537,62
319.581,62
319.618,62
319.649,61
319.69,60
319.725,61
319.766,61
319.802,60
319.835,59
319.874,59
319.915,59
319.95,58
319.993,58
320.032,58
320.062,58
320.099,57
320.145,57
320.197,57
320.223,56
320.258,56
320.313,56
320.354,56
320.401,55
320.444,55
320.482,55
320.512,55
320.547,55
320.593,54
320.626,54
320.661,54
320.702,54
320.744,54
320.777,53
320.817,53
320.863,53
320.89,53
320.921,53
320.969,52
321.006,53
321.041,52
321.081,52
321.119,51
321.153,52
321.181,52
321.224,51
321.268,51
321.301,51
321.352,51
321.395,51
321.423,51
321.452,51
321.494,51
321.512,51
321.559,50
321.608,50
321.635,50
321.67,51
321.711,50
321.747,50
321.788,50
321.824,50
321.858,50
321.897,49
321.929,50
321.968,49
322.011,50
322.051,49
322.088,49
322.132,49
322.165,49
322.201,49
322.236,49
322.267,49
322.305,49
322.345,48
322.382,49
322.411,49
322.453,49
322.492,49
322.529,49
322.564,49
322.606,49
322.634,48
322.68,49
322.713,48
322.753,48
322.793,49
322.827,48
322.868,48
322.898,48
322.939,48
322.974,48
323.012,48
323.053,48
323.088,48
323.123,48
323.155,48
323.2,48
323.236,48
323.281,48
323.307,48
323.35,48
323.388,48
323.425,48
323.451,48
323.497,48
323.535,48
323.567,48
323.603,48
323.638,48
323.683,48
323.728,48
323.755,48
323.796,47
323.825,48
323.87,48
323.898,48
323.94,48
323.976,48
324.011,48
324.044,48
324.089,47
324.13,47
324.166,47
324.202,48
324.232,48
324.269,47
324.311,47
324.35,47
324.385,47
324.42,48
324.456,48
324.499,47
324.531,47
324.573,47
324.607,48
324.646,47
324.685,47
324.723,47
324.762,48
324.786,47
324.826,47
324.859,47
324.901,47
324.975,48
325.008,47
325.046,47
325.086,47
325.124,47
325.159,47
325.199,47
325.233,47
325.268,47
325.303,47
325.345,47
325.395,47
325.422,47
325.459,47
325.493,47
325.527,47
325.569,47
325.606,47
325.642,47
325.686,47
325.725,47
325.755,47
325.783,47
325.826,47
